Marker,Genotyp,Lab_parameter,N,Median,Q1,Q3,Priemer,SD
HFE_C282Y,wt,Pomoc.TLy_CD4+_a.p,49,733.0,542.0,1089.0,788.898,435.627
HFE_C282Y,wt,Pomoc.TLy_CD4+,49,51.0,45.0,59.0,49.388,13.208
HFE_C282Y,wt,B Ly _CD19+_ a.p.,49,138.0,69.0,171.0,135.408,92.698
HFE_C282Y,wt,NKbb._CD16+CD56+_ap,49,156.0,96.0,224.0,195.122,165.72
HFE_C282Y,wt,NKbb._ CD16+CD56+,49,12.0,7.0,14.0,12.612,7.691
HFE_C282Y,wt,Cyt.TLy_CD8+,49,23.0,18.0,30.0,24.816,9.062
HFE_C282Y,wt,B Ly_ CD19+,49,9.0,6.0,11.0,9.327,6.015
HFE_C282Y,wt,Imunoreg.index_IRI,49,2.1,1.5,3.1,2.361,1.208
HFE_C282Y,wt,Cyt.TLy_CD8+_a.p,49,321.0,213.0,470.0,422.796,440.142
HFE_C282Y,wt,Žlčové kyseliny,12,8.35,4.25,48.15,60.35,105.698
HFE_C282Y,wt,anti TPO_S,44,35.7,28.0,165.4,265.399,466.063
HFE_C282Y,het,Krvný obr._DIFF_RET: Bazofily_#,5,0.01,0.01,0.02,0.016,0.015
HFE_C282Y,wt,Krvný obr._DIFF_RET: Bazofily_#,140,0.01,0.01,0.03,0.027,0.042
HFE_C282Y,het,Krvný obr._DIFF_RET: Stredná konc._HGB,5,31.9,30.4,32.0,29.64,6.232
HFE_C282Y,wt,Krvný obr._DIFF_RET: Stredná konc._HGB,140,30.65,28.9,33.575,31.485,4.106
HFE_C282Y,het,Krvný obr._DIFF_RET: Stred. far.konc._HGB,5,334.0,328.0,340.0,332.6,9.37
HFE_C282Y,wt,Krvný obr._DIFF_RET: Stred. far.konc._HGB,140,332.0,320.0,345.5,332.771,18.766
HFE_C282Y,het,Krvný obr._DIFF_RET: Stredný objem_RBC,5,93.8,88.8,95.7,88.84,17.746
HFE_C282Y,wt,Krvný obr._DIFF_RET: Stredný objem_RBC,140,92.7,87.35,99.225,94.531,10.675
HFE_C282Y,het,Krvný obr._DIFF_RET: Trombocyty_PLT,5,176.0,148.0,233.0,182.0,54.005
HFE_C282Y,wt,Krvný obr._DIFF_RET: Trombocyty_PLT,140,198.0,116.5,281.25,207.121,132.7
HFE_C282Y,het,Krvný obr._DIFF_RET: Retikulocyty_#,5,71.6,58.1,94.6,100.8,71.657
HFE_C282Y,wt,Krvný obr._DIFF_RET: Retikulocyty_#,140,49.45,34.75,73.925,63.499,51.274
HFE_C282Y,het,Krvný obr._DIFF_RET: Erytrocyty_RBC,5,4.84,3.72,5.01,4.742,1.171
HFE_C282Y,wt,Krvný obr._DIFF_RET: Erytrocyty_RBC,140,3.82,3.268,4.41,3.807,0.899
HFE_C282Y,het,Krvný obr._DIFF_RET: Leukocyty_WBC,5,5.8,5.8,6.8,6.0,1.086
HFE_C282Y,wt,Krvný obr._DIFF_RET: Leukocyty_WBC,140,6.45,4.675,8.525,7.626,4.924
HFE_C282Y,het,Krvný obr._DIFF_RET: Retikulocyty_%,5,1.5,1.2,2.0,2.4,2.153
HFE_C282Y,wt,Krvný obr._DIFF_RET: Retikulocyty_%,140,1.25,0.8,1.95,1.928,2.332
HFE_C282Y,het,Krvný obr._DIFF_RET: Hemoglobín_HGB,5,127.0,123.0,147.0,135.2,17.556
HFE_C282Y,wt,Krvný obr._DIFF_RET: Hemoglobín_HGB,140,116.5,104.0,130.0,117.75,23.695
HFE_C282Y,het,Krvný obr._DIFF_RET: Bazofily_%,5,0.2,0.2,0.3,0.26,0.219
HFE_C282Y,wt,Krvný obr._DIFF_RET: Bazofily_%,140,0.2,0.1,0.5,0.396,0.514
HFE_C282Y,het,Krvný obr._DIFF_RET: Hematokrit_HCT,5,0.387,0.386,0.43,0.406,0.045
HFE_C282Y,wt,Krvný obr._DIFF_RET: Hematokrit_HCT,140,0.35,0.318,0.395,0.354,0.07
HFE_C282Y,wt,ABR_artéria: HCO3_B - akt.,161,21.3,18.2,24.8,21.332,5.727
HFE_C282Y,wt,ABR_artéria: O2_B sat,161,96.0,88.5,98.2,91.226,11.741
HFE_C282Y,wt,ABR_artéria: pH_B,161,7.374,7.31,7.43,7.353,0.129
HFE_C282Y,wt,ABR_artéria: HCO3_B -  stand.,161,21.4,18.9,24.6,21.379,4.889
HFE_C282Y,wt,ABR_artéria: BB_B,161,43.5,39.0,46.8,42.442,6.652
HFE_C282Y,wt,ABR_artéria: BE_B,161,-3.5,-6.8,0.4,-3.797,6.558
HFE_C282Y,het,Krvný obr._DIFF_RET: Monocyty_#,5,0.42,0.35,0.63,0.476,0.211
HFE_C282Y,wt,Krvný obr._DIFF_RET: Monocyty_#,139,0.53,0.35,0.73,0.583,0.343
HFE_C282Y,het,Krvný obr._DIFF_RET: Eozinofily_%,5,1.5,1.2,1.8,1.48,0.444
HFE_C282Y,wt,Krvný obr._DIFF_RET: Eozinofily_%,139,1.9,0.75,3.1,2.473,3.448
HFE_C282Y,het,Krvný obr._DIFF_RET: Lymfocyty_#,5,1.69,1.64,1.76,1.666,0.421
HFE_C282Y,wt,Krvný obr._DIFF_RET: Lymfocyty_#,139,1.22,0.905,1.61,1.345,0.767
HFE_C282Y,het,Krvný obr._DIFF_RET: Eozinofily_#,5,0.09,0.07,0.09,0.088,0.027
HFE_C282Y,wt,Krvný obr._DIFF_RET: Eozinofily_#,139,0.1,0.05,0.18,0.172,0.361
HFE_C282Y,het,Krvný obr._DIFF_RET: Monocyty_%,5,7.2,5.2,10.8,7.82,2.948
HFE_C282Y,wt,Krvný obr._DIFF_RET: Monocyty_%,139,8.0,5.8,10.4,8.642,3.989
HFE_C282Y,het,Krvný obr._DIFF_RET: Lymfocyty_%,5,30.2,24.8,30.7,28.1,7.267
HFE_C282Y,wt,Krvný obr._DIFF_RET: Lymfocyty_%,139,19.9,14.35,27.15,20.806,9.644
HFE_C282Y,het,Krvný obr._DIFF_RET: Neutrofily_%,5,62.6,57.5,62.7,62.34,6.941
HFE_C282Y,wt,Krvný obr._DIFF_RET: Neutrofily_%,139,68.4,60.9,74.75,67.681,11.932
HFE_C282Y,wt,ABR_artéria: PO2_B,161,10.7,8.23,16.67,12.304,5.961
HFE_C282Y,wt,ABR_artéria: PCO2_B,161,5.02,4.34,5.94,5.157,1.383
HFE_C282Y,het,Krvný obr._DIFF_RET: Nezrelé formy RET,5,6.1,5.5,6.7,7.96,5.427
HFE_C282Y,wt,Krvný obr._DIFF_RET: Nezrelé formy RET,139,8.2,5.0,14.85,10.871,8.34
HFE_C282Y,het,Krvný obr._DIFF_RET: Neutrofily_#,5,4.27,3.34,4.28,3.772,0.866
HFE_C282Y,wt,Krvný obr._DIFF_RET: Neutrofily_#,139,3.98,2.92,5.99,5.364,4.289
HFE_C282Y,het,Meď_S,20,18.45,12.825,21.4,18.167,5.501
HFE_C282Y,wt,Meď_S,255,17.9,14.8,21.4,18.694,5.48
HFE_C282Y,het,Krvný obr._DIFF_RET: Šírka dist.kriv._RBC,5,14.3,12.9,16.8,14.78,2.286
HFE_C282Y,wt,Krvný obr._DIFF_RET: Šírka dist.kriv._RBC,139,14.8,13.5,16.4,15.231,2.307
HFE_C282Y,wt,Diff.rozpočet_ WBC: Lymfocyty,7,0.18,0.085,0.295,0.207,0.165
HFE_C282Y,het,Beta2 mikroglob. _S,6,3.45,2.6,5.05,4.817,3.986
HFE_C282Y,wt,Beta2 mikroglob. _S,118,2.9,2.3,4.5,3.709,2.231
HFE_C282Y,wt,Diff.rozpočet_ WBC: Neutrofilné segmenty,8,0.46,0.32,0.628,0.506,0.228
HFE_C282Y,het,NT-proBNP,6,428.5,266.5,889.0,949.667,1311.392
HFE_C282Y,wt,NT-proBNP,141,1285.0,284.0,7371.0,5288.021,9545.363
HFE_C282Y,het,CCP,5,0.54,0.0,1.6,1.114,1.45
HFE_C282Y,wt,CCP,48,2.1,0.862,4.85,3.174,3.339
HFE_C282Y,wt,Calprotektin,10,92.86,21.325,359.41,231.725,273.867
HFE_C282Y,wt,Diff.rozpočet_ WBC: Monocyty,8,0.05,0.018,0.06,0.041,0.025
HFE_C282Y,wt,Krvný obr._DIFF_RET: Stredný objem_PLT,122,11.1,10.4,11.8,11.042,1.09
HFE_C282Y,het,CVK_S,10,53.85,46.6,57.55,50.1,11.698
HFE_C282Y,wt,CVK_S,186,46.45,32.3,61.275,47.096,18.943
HFE_C282Y,het,NVK_S,10,29.15,27.85,35.85,29.74,8.168
HFE_C282Y,wt,NVK_S,181,30.3,11.0,42.5,29.015,19.307
HFE_C282Y,het,Trombínový čas,9,16.0,15.3,21.6,20.022,9.001
HFE_C282Y,wt,Trombínový čas,145,18.7,16.4,21.2,19.128,3.588
HFE_C282Y,het,ANA  HEp-2,5,1.41,0.54,3.0,1.946,1.709
HFE_C282Y,wt,ANA  HEp-2,56,6.33,2.05,8.185,11.804,39.711
HFE_C282Y,het,dsDNA IgG,6,1.18,0.795,2.772,1.837,1.432
HFE_C282Y,wt,dsDNA IgG,53,3.41,1.77,8.01,15.568,48.78
HFE_C282Y,wt,anti- transglut. IgA,8,1.435,0.902,21.172,24.279,43.666
HFE_C282Y,wt,anti TG_S,39,16.0,15.0,152.5,91.974,128.026
HFE_C282Y,het,AFP_S,15,2.2,1.715,5.355,1653.631,4628.386
HFE_C282Y,wt,AFP_S,166,3.645,2.372,6.038,121.475,1292.254
HFE_C282Y,wt,CIK_S,5,68.0,68.0,68.0,63.6,11.589
HFE_C282Y,het,Etanol v sére,15,0.032,0.03,0.076,0.209,0.389
HFE_C282Y,wt,Etanol v sére,174,0.03,0.03,0.05,0.329,0.826
HFE_C282Y,wt,Prealbumín_S,19,0.24,0.09,0.29,0.205,0.118
HFE_C282Y,het,Cholinesteráza_S,11,155.2,123.035,179.94,154.253,63.363
HFE_C282Y,wt,Cholinesteráza_S,160,124.135,83.778,175.95,132.141,68.265
HFE_C282Y,het,Glykémia_5/4,10,5.55,5.125,11.575,8.55,5.716
HFE_C282Y,wt,Glykémia_5/4,138,8.7,6.325,13.7,10.213,5.449
HFE_C282Y,het,Imunoblot Liver Pro: SLA,11,0.0,0.0,0.0,0.055,0.181
HFE_C282Y,wt,Imunoblot Liver Pro: SLA,138,0.0,0.0,0.0,0.034,0.289
HFE_C282Y,het,Imunoblot Liver Pro: LKM1,11,0.0,0.0,0.235,0.142,0.221
HFE_C282Y,wt,Imunoblot Liver Pro: LKM1,138,0.0,0.0,0.0,0.054,0.214
HFE_C282Y,het,Imunoblot Liver Pro: AMA-M2,11,0.0,0.0,0.245,0.134,0.207
HFE_C282Y,wt,Imunoblot Liver Pro: AMA-M2,138,0.0,0.0,0.0,0.055,0.132
HFE_C282Y,wt,Diff.rozpočet_ WBC: Neutrofil.nesegmenty,7,0.06,0.035,0.09,0.061,0.038
HFE_C282Y,het,Imunoblot Liver Pro: Sp100,11,0.0,0.0,0.0,0.091,0.302
HFE_C282Y,wt,Imunoblot Liver Pro: Sp100,138,0.0,0.0,0.0,0.055,0.494
HFE_C282Y,het,Imunoblot Liver Pro: LC1,11,0.0,0.0,0.155,0.095,0.164
HFE_C282Y,wt,Imunoblot Liver Pro: LC1,138,0.0,0.0,0.0,0.061,0.179
HFE_C282Y,het,Imunoblot Liver Pro: gp210,11,0.21,0.0,0.29,0.486,1.083
HFE_C282Y,wt,Imunoblot Liver Pro: gp210,138,0.0,0.0,0.33,0.249,0.492
HFE_C282Y,het,CEA _S,9,13.52,2.71,20.032,12.849,11.859
HFE_C282Y,wt,CEA _S,61,1.905,1.235,3.321,19.532,122.243
HFE_C282Y,het,AMAM2,10,0.62,0.198,1.088,0.683,0.571
HFE_C282Y,wt,AMAM2,121,1.02,0.34,1.91,1.827,2.97
HFE_C282Y,het,IgE celkové FOOKE,6,22.275,14.808,64.745,55.818,68.76
HFE_C282Y,wt,IgE celkové FOOKE,27,22.62,15.575,69.43,122.589,257.791
HFE_C282Y,wt,Močový sediment: Valce,82,1.0,0.0,2.0,1.439,2.505
HFE_C282Y,het,CA 19-9_S,10,3.1,2.0,90.175,14044.52,44256.353
HFE_C282Y,wt,CA 19-9_S,58,8.95,2.415,23.2,306.312,1318.957
HFE_C282Y,het,SLA a LP,9,0.66,0.29,0.79,0.661,0.476
HFE_C282Y,wt,SLA a LP,112,0.81,0.54,1.318,2.547,11.975
HFE_C282Y,het,LKM1,9,0.74,0.46,0.84,0.701,0.5
HFE_C282Y,wt,LKM1,114,0.35,0.18,0.695,0.63,1.109
HFE_C282Y,het,NSE_S,5,28.82,27.79,31.73,30.562,13.002
HFE_C282Y,wt,NSE_S,103,14.66,10.905,18.11,15.852,6.989
HFE_C282Y,wt,Osmolalita_S,42,291.0,281.75,299.0,292.238,16.644
HFE_C282Y,wt,HBDH_S,16,4.4,3.0,6.375,6.55,6.162
HFE_C282Y,het,Haptoglobín_S,9,0.67,0.26,1.08,0.653,0.437
HFE_C282Y,wt,Haptoglobín_S,130,0.99,0.39,1.668,1.149,0.996
HFE_C282Y,het,Glykémia_5/3,7,6.1,4.65,10.15,8.443,5.59
HFE_C282Y,wt,Glykémia_5/3,102,8.1,6.0,11.95,9.375,4.862
HFE_C282Y,het,Antitrombín III,5,65.5,63.3,81.8,81.16,29.695
HFE_C282Y,wt,Antitrombín III,85,68.7,49.4,93.4,74.701,34.033
HFE_C282Y,wt,Proteinúria kvant._U,43,0.139,0.098,0.315,0.374,0.596
HFE_C282Y,wt,Factor V,118,95.45,66.125,153.45,107.87,51.594
HFE_C282Y,wt,Kreatinín_U (zbier.),39,5583.3,3850.0,7645.0,6041.572,3075.333
HFE_C282Y,het,LC1,6,1.0,0.607,1.498,1.295,1.016
HFE_C282Y,wt,LC1,91,0.78,0.39,1.295,0.958,0.83
HFE_C282Y,wt,anti- transglut. IgG,7,0.96,0.75,46.98,26.14,40.251
HFE_C282Y,het,Amoniak_P,17,89.0,44.0,149.0,98.118,60.379
HFE_C282Y,wt,Amoniak_P,98,54.5,41.25,77.0,60.255,35.365
HFE_C282Y,wt,Tub. resorbcia,36,98.25,97.182,98.938,96.68,5.403
HFE_C282Y,hom,Amyláza_U (jednoráz),11,13.86,9.3,36.515,24.305,21.793
HFE_C282Y,wt,Amyláza_U (jednoráz),72,5.33,2.128,17.95,30.477,113.015
HFE_C282Y,het,Glykémia_5/2,5,7.4,7.4,11.4,9.52,3.439
HFE_C282Y,wt,Glykémia_5/2,82,10.35,7.725,13.275,10.732,4.055
HFE_C282Y,wt,ASCA IgG,12,3.59,2.795,8.872,13.009,28.379
HFE_C282Y,wt,ASCA IgA,12,3.315,2.13,12.005,29.192,59.448
HFE_C282Y,wt,Punktát_WBC,112,0.18,0.09,0.34,0.485,1.12
HFE_C282Y,wt,DGP IgA,13,0.8,0.27,1.37,6.738,16.417
HFE_C282Y,wt,DGP IgG,13,0.93,0.63,4.17,11.3,23.063
HFE_C282Y,wt,HbA1c %,51,7.1,6.15,9.05,7.633,2.123
HFE_C282Y,wt,HbA1c,51,55.0,44.1,77.5,61.19,24.249
HFE_C282Y,wt,DNP / Nucleo-h /,14,0.765,0.508,1.518,1.684,2.952
HFE_C282Y,het,AMA-M2,9,2.41,1.01,4.92,4.134,4.675
HFE_C282Y,wt,AMA-M2,92,1.34,0.505,2.428,3.728,16.861
HFE_C282Y,het,IGG4,6,0.637,0.387,1.646,0.997,0.924
HFE_C282Y,wt,IGG4,91,0.489,0.278,1.185,0.917,1.083
HFE_C282Y,wt,ABR_kapilára: HCO3_B - akt.,17,22.5,17.6,23.9,21.506,3.897
HFE_C282Y,wt,ABR_kapilára: PCO2_B,17,4.41,4.0,4.74,4.381,0.53
HFE_C282Y,wt,ABR_kapilára: HCO3_B -  stand.,17,23.2,19.4,24.8,22.671,3.261
HFE_C282Y,wt,ABR_kapilára: O2_B sat,17,92.9,90.6,94.2,92.476,3.02
HFE_C282Y,wt,ABR_kapilára: PO2_B,17,8.16,7.68,8.97,8.611,1.74
HFE_C282Y,wt,ABR_kapilára: pH_B,17,7.441,7.389,7.473,7.43,0.043
HFE_C282Y,wt,ABR_kapilára: BE_B,17,-1.4,-6.1,0.6,-2.094,4.025
HFE_C282Y,wt,ABR_kapilára: BB_B,17,46.6,41.5,48.4,44.947,4.417
HFE_C282Y,wt,Glykémia_5/1,71,6.3,4.6,9.75,7.476,3.824
HFE_C282Y,wt,Laktát_P_artéria,45,2.1,1.2,2.5,3.727,6.396
HFE_C282Y,wt,Laktát_P,65,2.7,2.1,3.2,2.849,1.261
HFE_C282Y,wt,Solub.transf.recep_S,19,1.27,0.73,2.005,1.631,1.255
HFE_C282Y,het,anti-SLA/LP,9,1.03,0.83,2.47,1.838,1.764
HFE_C282Y,wt,anti-SLA/LP,80,0.865,0.558,1.392,1.579,2.987
HFE_C282Y,het,anti-LKM-1,9,0.45,0.1,0.57,0.344,0.258
HFE_C282Y,wt,anti-LKM-1,79,0.25,0.075,0.69,0.468,0.572
HFE_C282Y,wt,CA 72-4_S,30,1.33,0.945,2.24,6.43,20.005
HFE_C282Y,wt,anti transglutam.IgA,11,1.13,0.5,2.635,2.22,2.883
HFE_C282Y,wt,CYFRA  21-1_S,29,1.86,1.57,4.15,9.807,24.617
HFE_C282Y,het,Glykémia_3/3,6,5.55,5.05,7.85,6.183,2.015
HFE_C282Y,wt,Glykémia_3/3,60,10.55,6.175,13.575,10.61,5.332
HFE_C282Y,wt,Kortizol_S_ a.m.,22,445.5,207.75,811.5,697.182,986.326
HFE_C282Y,het,Glykémia_3/2,6,11.7,10.025,12.625,12.0,2.722
HFE_C282Y,wt,Glykémia_3/2,60,10.1,7.375,12.925,10.372,4.706
HFE_C282Y,wt,PSAc_S,24,0.566,0.361,2.16,1.385,1.5
HFE_C282Y,wt,Chol.celk._ascites,71,1.29,1.29,1.29,1.365,0.411
HFE_C282Y,wt,Kortizol_S,40,345.5,158.25,476.25,334.7,208.884
HFE_C282Y,wt,Signál Meď,68,2.1,1.088,3.438,2.803,2.679
HFE_C282Y,wt,Bielkovina_ ascites,70,17.95,13.05,23.85,20.674,11.891
HFE_C282Y,wt,GF-rozdiel,36,0.1,-20.065,37.872,15.242,65.001
HFE_C282Y,wt,LDH_ascites,67,1.1,0.8,1.7,1.796,2.106
HFE_C282Y,wt,GF-(S+U)-dospelí,36,1.195,0.795,1.845,1.347,0.82
HFE_C282Y,wt,GF(S)-Cockroft,36,1.075,0.758,1.675,1.208,0.627
HFE_C282Y,wt,Cu_U_diuréza,65,0.52,0.26,0.87,0.743,0.813
HFE_C282Y,het,Glykémia_3/1,5,7.6,4.6,7.7,6.42,1.756
HFE_C282Y,wt,Glykémia_3/1,54,5.9,4.4,9.35,7.261,3.919
HFE_C282Y,wt,Elementy_CSF: Ly_CSF,13,4.0,1.0,9.0,10.154,16.421
HFE_C282Y,wt,Triacylglyc._ascites,66,0.415,0.312,0.518,0.459,0.278
HFE_C282Y,wt,Chloridy_CSF,13,124.0,122.0,127.0,124.923,3.73
HFE_C282Y,wt,CA 125_S,26,20.7,10.625,35.375,375.281,1119.753
HFE_C282Y,wt,Glukóza_CSF,13,4.18,3.2,4.24,4.38,1.851
HFE_C282Y,wt,CB_CSF,13,0.46,0.4,0.66,0.558,0.287
HFE_C282Y,wt,Elementy_CSF: Le_CSF,13,2.0,1.0,5.0,10.154,19.735
HFE_C282Y,wt,Chloridy_U (zbieraný,8,52.0,20.25,117.75,76.5,70.904
HFE_C282Y,wt,Kálium_U (zbieraný),8,20.9,13.85,25.0,18.95,8.019
HFE_C282Y,wt,Nátrium_U (zbieraný),8,68.0,42.75,112.5,84.625,62.0
HFE_C282Y,wt,Addisov sediment: Valce,9,0.0,0.0,1.0,0.778,1.641
HFE_C282Y,wt,Addisov sediment: Leukocyty,9,2.0,1.0,3.0,10.889,20.466
HFE_C282Y,wt,Addisov sediment: Erytrocyty,9,1.0,1.0,4.0,13.667,33.645
HFE_C282Y,wt,Laktát_CSF,12,2.1,1.875,2.575,2.492,1.243
HFE_C282Y,wt,C-Peptid_S,31,2.55,1.515,3.285,3.099,2.508
HFE_C282Y,wt,Kreatinín_UJ (jednor,26,7850.0,6267.5,11766.8,9137.569,5556.721
HFE_C282Y,wt,Albumín_U (jednoráz),26,10.515,6.252,35.55,110.984,418.722
HFE_C282Y,wt,ACLA IgG/M/A,10,1.785,1.472,2.648,2.829,3.06
HFE_C282Y,wt,CA 15-3_S,12,23.55,21.7,32.775,38.392,43.198
HFE_C282Y,wt,Glukóza_pleur.punkt.,52,6.495,5.858,7.432,6.852,1.735
HFE_C282Y,wt,MIA_UJ (album/kreat),23,9.67,6.48,63.375,142.577,482.973
HFE_C282Y,wt,Pankreat. elastáza,8,500.0,255.825,500.0,366.761,200.683
HFE_C282Y,wt,Protrombín IgM,8,3.04,2.362,8.838,6.58,6.552
HFE_C282Y,wt,Protrombín IgG,8,5.53,4.365,9.575,8.114,7.18
HFE_C282Y,wt,Parathormón_S,15,42.8,23.3,80.5,96.673,127.063
HFE_C282Y,wt,Beta2-Glyco-Check,8,2.8,1.395,3.47,2.655,1.457
HFE_C282Y,wt,SCCA_S,7,1.5,0.9,1.8,1.357,0.556
HFE_C282Y,wt,Prolaktín_S,8,16.35,14.175,27.125,18.425,8.416
HFE_C282Y,wt,Lupus antikoagulans1,9,37.9,34.4,51.3,43.2,11.831
HFE_C282Y,wt,FSH _S,7,5.0,4.8,93.4,45.229,50.714
HFE_C282Y,wt,LH_S,6,7.35,3.175,39.65,20.4,23.971
HFE_C282Y,wt,Glukóza_kapil._sólo,18,9.135,6.75,17.925,12.414,7.768
HFE_C282Y,wt,Protein C,8,93.95,71.825,98.425,86.375,25.641
HFE_C282Y,wt,Krvný obraz_RET: Trombocyty_PLT,24,165.5,89.0,217.5,171.417,102.019
HFE_C282Y,wt,Krvný obraz_RET: Hemoglobín_HGB,24,102.5,87.25,117.75,102.5,21.931
HFE_C282Y,wt,Krvný obraz_RET: Leukocyty_WBC,24,5.65,4.075,8.9,6.925,3.903
HFE_C282Y,wt,Krvný obraz_RET: Nezrelé formy RET,24,9.75,3.175,19.8,14.233,12.985
HFE_C282Y,wt,Krvný obraz_RET: Stredná konc._HGB,24,31.8,29.975,33.55,31.592,3.548
HFE_C282Y,wt,Krvný obraz_RET: Stredný objem_RBC,24,96.4,89.5,99.825,95.504,9.066
HFE_C282Y,wt,Krvný obraz_RET: Hematokrit_HCT,24,0.308,0.278,0.362,0.31,0.065
HFE_C282Y,wt,Krvný obraz_RET: Erytrocyty_RBC,24,3.245,2.558,3.882,3.306,0.877
HFE_C282Y,wt,Krvný obraz_RET: Retikulocyty_#,24,53.15,38.875,76.0,69.867,55.07
HFE_C282Y,wt,Krvný obraz_RET: Retikulocyty_%,24,1.85,1.225,2.3,2.396,2.666
HFE_C282Y,wt,Krvný obraz_RET: Stred. far.konc._HGB,24,330.5,316.25,341.5,330.667,18.067
HFE_C282Y,wt,Krvný obraz_RET: Šírka dist.kriv._RBC,24,15.65,14.675,19.075,16.754,3.09
HFE_C282Y,wt,Estradiol _S,7,18.0,12.1,103.85,68.786,91.092
HFE_C282Y,wt,PTT-LA: PTT-LA_ratio,8,0.98,0.948,1.022,0.992,0.18
HFE_C282Y,wt,PTT-LA: PTT-LA_sekundy,8,25.95,25.0,28.275,26.762,4.524
HFE_C282Y,wt,Diaminooxidaza,7,14.62,12.0,45.26,27.196,18.678
HFE_C282Y,wt,Krvný obraz_RET: Stredný objem_PLT,20,11.05,10.575,11.75,11.125,1.002
HFE_C282Y,wt,ProC Global,8,0.975,0.705,1.242,0.975,0.29
HFE_overall,all_wt,Kreatinín_S,2002,76.75,62.2,103.0,106.969,103.475
HFE_overall,any_het,Kreatinín_S,1016,77.8,63.9,107.25,101.626,74.993
HFE_overall,any_hom,Kreatinín_S,86,83.4,69.475,102.9,94.365,47.099
HFE_overall,all_wt,Urea_S,1996,4.9,3.5,7.1,7.161,7.896
HFE_overall,any_het,Urea_S,1003,5.1,3.6,8.0,7.044,6.014
HFE_overall,any_hom,Urea_S,87,4.7,3.4,6.2,5.638,4.317
HFE_overall,all_wt,AST_S,2048,0.83,0.51,1.73,2.295,8.51
HFE_overall,any_het,AST_S,1042,0.785,0.45,1.698,2.104,5.425
HFE_overall,any_hom,AST_S,94,0.545,0.332,1.378,1.774,5.683
HFE_overall,all_wt,ALT_S,2035,0.88,0.48,1.74,2.424,6.765
HFE_overall,any_het,ALT_S,1034,0.81,0.5,1.658,2.223,4.954
HFE_overall,any_hom,ALT_S,94,0.665,0.355,1.3,1.888,5.058
HFE_overall,all_wt,CRP_S,1580,15.59,4.14,43.412,35.923,51.893
HFE_overall,any_het,CRP_S,811,15.4,3.675,42.7,29.758,37.232
HFE_overall,any_hom,CRP_S,78,19.2,3.505,89.675,63.875,81.512
HFE_overall,all_wt,GMT_S,1958,2.34,1.07,5.588,5.589,11.033
HFE_overall,any_het,GMT_S,1008,1.965,0.96,5.025,4.81,8.308
HFE_overall,any_hom,GMT_S,88,1.015,0.585,1.6,1.452,1.721
HFE_overall,all_wt,ALP_S,1869,1.93,1.37,3.21,2.79,2.655
HFE_overall,any_het,ALP_S,976,1.87,1.27,2.97,2.711,3.089
HFE_overall,any_hom,ALP_S,87,1.31,1.09,1.58,1.504,0.808
HFE_overall,all_wt,GF(S)- MDRD,2000,1.37,0.97,1.74,1.372,0.643
HFE_overall,any_het,GF(S)- MDRD,1010,1.35,0.95,1.65,1.322,0.587
HFE_overall,any_hom,GF(S)- MDRD,85,1.41,1.08,1.63,1.318,0.42
HFE_overall,all_wt,Kálium-S,1885,4.0,3.6,4.4,3.979,0.646
HFE_overall,any_het,Kálium-S,908,4.1,3.7,4.4,4.038,0.611
HFE_overall,any_hom,Kálium-S,83,4.1,3.73,4.5,4.152,0.577
HFE_overall,all_wt,Nátrium-S,1886,139.0,136.0,141.0,138.583,5.273
HFE_overall,any_het,Nátrium-S,908,139.0,136.0,141.0,137.843,4.866
HFE_overall,any_hom,Nátrium-S,83,141.0,139.0,142.0,140.393,3.307
HFE_overall,all_wt,Chloridy-S,1768,103.0,100.0,106.0,102.381,5.716
HFE_overall,any_het,Chloridy-S,846,103.0,99.0,105.0,101.508,6.172
HFE_overall,any_hom,Chloridy-S,80,104.0,101.75,106.0,103.575,3.346
HFE_overall,all_wt,Glukóza_ S,1673,5.47,4.8,6.79,6.364,3.432
HFE_overall,any_het,Glukóza_ S,890,5.5,4.8,6.595,6.129,2.332
HFE_overall,any_hom,Glukóza_ S,85,5.3,4.72,6.1,5.668,1.575
HFE_overall,all_wt,Albumín_S,1307,32.1,25.0,39.1,31.846,8.827
HFE_overall,any_het,Albumín_S,660,32.9,26.0,40.1,32.874,8.612
HFE_overall,any_hom,Albumín_S,51,41.0,36.5,44.3,39.939,5.31
HFE_overall,all_wt,Krvný obr._DIFF_5pop: Hemoglobín_HGB,787,121.0,104.0,138.0,120.29,23.526
HFE_overall,any_het,Krvný obr._DIFF_5pop: Hemoglobín_HGB,461,122.0,106.0,139.0,122.605,22.765
HFE_overall,any_hom,Krvný obr._DIFF_5pop: Hemoglobín_HGB,49,131.0,115.0,148.0,130.776,17.703
HFE_overall,all_wt,Krvný obr._DIFF_5pop: Trombocyty_PLT,787,223.0,145.0,298.0,234.072,128.869
HFE_overall,any_het,Krvný obr._DIFF_5pop: Trombocyty_PLT,461,205.0,139.0,269.0,222.874,120.322
HFE_overall,any_hom,Krvný obr._DIFF_5pop: Trombocyty_PLT,49,227.0,194.0,297.0,255.673,114.771
HFE_overall,all_wt,Krvný obr._DIFF_5pop: Hematokrit_HCT,787,0.357,0.31,0.407,0.36,0.068
HFE_overall,any_het,Krvný obr._DIFF_5pop: Hematokrit_HCT,461,0.369,0.317,0.412,0.365,0.069
